LCLid,Acorn,cluster_id
MAC004614,ACORN-E,2
MAC004615,ACORN-Q,1
MAC004616,ACORN-F,2
MAC004617,ACORN-E,2
MAC004618,ACORN-E,2
MAC004619,ACORN-E,2
MAC004620,ACORN-P,1
MAC004621,ACORN-E,2
MAC004622,ACORN-E,2
MAC004623,ACORN-E,2
MAC004624,ACORN-Q,1
MAC004625,ACORN-E,2
MAC004626,ACORN-L,1
MAC004627,ACORN-E,2
MAC004628,ACORN-D,2
MAC004629,ACORN-E,2
MAC004630,ACORN-N,1
MAC004631,ACORN-K,0
MAC004632,ACORN-Q,1
MAC004633,ACORN-A,2
MAC004634,ACORN-E,2
MAC004635,ACORN-F,2
MAC004636,ACORN-F,0
MAC004637,ACORN-D,0
MAC004638,ACORN-E,2
MAC004639,ACORN-J,0
MAC004640,ACORN-L,1
MAC004641,ACORN-F,0
MAC004642,ACORN-H,2
MAC004643,ACORN-F,2
MAC004644,ACORN-E,2
MAC004645,ACORN-E,2
MAC004646,ACORN-F,0
MAC004647,ACORN-D,2
MAC004648,ACORN-E,2
MAC004649,ACORN-U,0
MAC004650,ACORN-E,2
MAC004651,ACORN-H,2
MAC004652,ACORN-Q,1
MAC004653,ACORN-D,2
MAC004654,ACORN-H,0
MAC004655,ACORN-E,2
MAC004656,ACORN-E,2
MAC004657,ACORN-F,2
MAC004658,ACORN-G,0
MAC004659,ACORN-Q,1
MAC004660,ACORN-G,0
MAC004661,ACORN-E,2
MAC004662,ACORN-N,1
MAC004663,ACORN-Q,1
MAC004664,ACORN-C,2
MAC004665,ACORN-E,2
MAC004666,ACORN-D,0
MAC004667,ACORN-Q,1
MAC004668,ACORN-E,2
MAC004669,ACORN-G,2
MAC004670,ACORN-E,2
MAC004671,ACORN-E,0
MAC004672,ACORN-U,1
MAC004673,ACORN-C,2
MAC004674,ACORN-Q,1
MAC004675,ACORN-H,2
MAC004676,ACORN-H,2
MAC004677,ACORN-D,2
MAC004678,ACORN-Q,1
MAC004679,ACORN-E,0
MAC004680,ACORN-Q,1
MAC004681,ACORN-Q,1
MAC004682,ACORN-E,2
MAC004683,ACORN-H,2
MAC004684,ACORN-Q,1
MAC004685,ACORN-G,2
MAC004686,ACORN-D,2
MAC004687,ACORN-E,2
MAC004688,ACORN-F,2
MAC004689,ACORN-J,2
MAC004690,ACORN-E,2
MAC004691,ACORN-F,0
MAC004692,ACORN-K,1
MAC004693,ACORN-Q,1
MAC004694,ACORN-E,2
MAC004695,ACORN-E,2
MAC004696,ACORN-K,1
MAC004697,ACORN-E,2
MAC004698,ACORN-F,2
MAC004699,ACORN-E,2
MAC004700,ACORN-Q,1
MAC004701,ACORN-E,2
MAC004702,ACORN-E,2
MAC004703,ACORN-G,2
MAC004704,ACORN-D,2
MAC004705,ACORN-E,2
MAC004706,ACORN-E,2
MAC004707,ACORN-E,2
MAC004708,ACORN-F,2
MAC004709,ACORN-Q,1
MAC004710,ACORN-H,2
MAC004711,ACORN-H,2
MAC004712,ACORN-C,0
MAC004713,ACORN-A,0
MAC004714,ACORN-D,0
MAC004715,ACORN-Q,1
MAC004716,ACORN-E,0
MAC004717,ACORN-N,1
MAC004718,ACORN-D,0
MAC004719,ACORN-K,1
MAC004720,ACORN-E,0
MAC004721,ACORN-L,0
MAC004722,ACORN-L,1
MAC004723,ACORN-Q,1
MAC004724,ACORN-K,1
MAC004725,ACORN-F,0
MAC004726,ACORN-F,2
MAC004727,ACORN-E,0
MAC004728,ACORN-E,2
MAC004729,ACORN-K,1
MAC004730,ACORN-E,2
MAC004731,ACORN-E,2
MAC004732,ACORN-F,2
MAC004733,ACORN-E,2
MAC004734,ACORN-Q,1
MAC004735,ACORN-Q,1
MAC004736,ACORN-E,2
MAC004737,ACORN-H,2
MAC004738,ACORN-E,2
MAC004739,ACORN-F,2
MAC004740,ACORN-D,2
MAC004741,ACORN-Q,1
MAC004742,ACORN-K,1
MAC004743,ACORN-Q,1
MAC004744,ACORN-Q,1
MAC004745,ACORN-Q,1
MAC004746,ACORN-E,2
MAC004747,ACORN-F,2
MAC004748,ACORN-H,2
MAC004749,ACORN-H,2
MAC004750,ACORN-C,2
MAC004751,ACORN-F,0
MAC004752,ACORN-E,2
MAC004753,ACORN-F,2
MAC004754,ACORN-I,2
MAC004755,ACORN-E,0
MAC004756,ACORN-E,2
MAC004757,ACORN-E,2
MAC004758,ACORN-E,2
MAC004759,ACORN-E,2
MAC004760,ACORN-D,2
MAC004761,ACORN-L,1
MAC004762,ACORN-G,2
MAC004763,ACORN-K,1
MAC004764,ACORN-Q,1
MAC004765,ACORN-E,2
MAC004766,ACORN-H,2
MAC004767,ACORN-E,0
MAC004768,ACORN-F,2
MAC004769,ACORN-E,0
MAC004770,ACORN-E,2
MAC004771,ACORN-Q,1
MAC004772,ACORN-K,1
MAC004773,ACORN-Q,1
MAC004774,ACORN-E,2
MAC004775,ACORN-E,2
MAC004776,ACORN-M,1
MAC004777,ACORN-F,2
MAC004778,ACORN-E,0
MAC004779,ACORN-E,2
MAC004780,ACORN-Q,1
MAC004781,ACORN-F,2
MAC004782,ACORN-H,2
MAC004783,ACORN-D,2
MAC004784,ACORN-E,2
MAC004785,ACORN-J,2
MAC004786,ACORN-F,2
MAC004787,ACORN-K,1
MAC004788,ACORN-U,1
MAC004789,ACORN-A,2
MAC004790,ACORN-F,2
MAC004791,ACORN-Q,1
MAC004792,ACORN-K,1
MAC004793,ACORN-L,1
MAC004794,ACORN-F,2
MAC004795,ACORN-M,1
MAC004796,ACORN-Q,1
MAC004797,ACORN-E,2
MAC004798,ACORN-E,2
MAC004799,ACORN-Q,1
MAC004800,ACORN-F,2
MAC004801,ACORN-H,2
MAC004802,ACORN-E,2
MAC004803,ACORN-E,2
MAC004804,ACORN-P,1
MAC004805,ACORN-F,2
MAC004806,ACORN-E,0
MAC004807,ACORN-H,2
MAC004808,ACORN-Q,1
MAC004809,ACORN-Q,1
MAC004810,ACORN-N,1
MAC004811,ACORN-Q,1
MAC004812,ACORN-F,2
MAC004813,ACORN-E,2
MAC004814,ACORN-D,2
MAC004815,ACORN-E,2
MAC004816,ACORN-Q,1
MAC004817,ACORN-F,2
MAC004818,ACORN-Q,1
MAC004819,ACORN-E,2
MAC004820,ACORN-Q,1
MAC004821,ACORN-L,1
MAC004822,ACORN-E,0
MAC004823,ACORN-H,0
MAC004824,ACORN-F,2
MAC004825,ACORN-C,2
MAC004826,ACORN-E,0
MAC004827,ACORN-E,2
MAC004828,ACORN-U,1
MAC004829,ACORN-Q,1
MAC004830,ACORN-G,2
MAC004831,ACORN-K,1
MAC004832,ACORN-A,2
MAC004833,ACORN-E,2
MAC004834,ACORN-F,2
MAC004835,ACORN-Q,1
MAC004836,ACORN-E,2
MAC004837,ACORN-F,2
MAC004838,ACORN-F,2
MAC004839,ACORN-Q,1
MAC004840,ACORN-F,0
MAC004841,ACORN-L,1
MAC004842,ACORN-N,1
MAC004843,ACORN-D,0
MAC004844,ACORN-F,2
MAC004845,ACORN-F,2
MAC004846,ACORN-E,2
MAC004847,ACORN-L,0
MAC004848,ACORN-C,2
MAC004849,ACORN-E,2
MAC004850,ACORN-G,2
MAC004851,ACORN-E,2
MAC004852,ACORN-E,0
MAC004853,ACORN-K,1
MAC004854,ACORN-E,2
MAC004855,ACORN-E,2
MAC004856,ACORN-E,2
MAC004857,ACORN-E,2
MAC004858,ACORN-E,0
MAC004859,ACORN-F,0
MAC004860,ACORN-Q,1
MAC004861,ACORN-Q,1
MAC004862,ACORN-F,2
MAC004863,ACORN-E,0
MAC004864,ACORN-E,2
MAC004865,ACORN-M,1
MAC004866,ACORN-Q,1
MAC004867,ACORN-F,2
MAC004868,ACORN-F,2
MAC004869,ACORN-E,2
MAC004870,ACORN-Q,1
MAC004871,ACORN-E,2
MAC004872,ACORN-A,2
MAC004873,ACORN-O,0
MAC004874,ACORN-G,2
MAC004875,ACORN-Q,1
MAC004876,ACORN-E,0
MAC004877,ACORN-E,0
MAC004878,ACORN-K,1
MAC004879,ACORN-E,2
MAC004880,ACORN-E,0
MAC004881,ACORN-E,2
MAC004882,ACORN-F,2
MAC004883,ACORN-Q,1
MAC004884,ACORN-E,0
MAC004885,ACORN-E,2
MAC004886,ACORN-E,0
MAC004887,ACORN-D,2
MAC004888,ACORN-D,0
MAC004889,ACORN-Q,1
MAC004890,ACORN-F,0
MAC004891,ACORN-E,2
MAC004892,ACORN-Q,0
MAC004893,ACORN-E,2
MAC004894,ACORN-Q,0
MAC004895,ACORN-E,0
MAC004896,ACORN-P,1
MAC004897,ACORN-J,0
MAC004898,ACORN-Q,1
MAC004899,ACORN-E,2
MAC004900,ACORN-A,0
MAC004901,ACORN-J,0
MAC004902,ACORN-J,0
MAC004903,ACORN-J,0
MAC004904,ACORN-E,2
MAC004905,ACORN-G,2
MAC004906,ACORN-E,2
MAC004907,ACORN-E,2
MAC004908,ACORN-E,0
MAC004909,ACORN-E,2
MAC004910,ACORN-C,2
MAC004911,ACORN-D,2
MAC004912,ACORN-F,2
MAC004913,ACORN-E,2
MAC004914,ACORN-E,2
MAC004915,ACORN-D,2
MAC004916,ACORN-D,2
MAC004917,ACORN-F,2
MAC004918,ACORN-E,2
MAC004919,ACORN-E,2
MAC004920,ACORN-Q,1
MAC004921,ACORN-E,2
MAC004922,ACORN-H,0
MAC004923,ACORN-E,0
MAC004924,ACORN-D,2
MAC004925,ACORN-C,0
MAC004926,ACORN-E,2
MAC004927,ACORN-D,2
MAC004928,ACORN-D,2
MAC004929,ACORN-H,2
MAC004930,ACORN-E,2
MAC004931,ACORN-P,1
MAC004932,ACORN-E,2
MAC004933,ACORN-E,2
MAC004934,ACORN-Q,1
MAC004935,ACORN-Q,1
MAC004936,ACORN-E,2
MAC004937,ACORN-E,2
MAC004938,ACORN-E,2
MAC004939,ACORN-E,2
MAC004940,ACORN-E,2
MAC004941,ACORN-Q,1
MAC004942,ACORN-E,2
MAC004943,ACORN-Q,1
MAC004944,ACORN-Q,0
MAC004945,ACORN-D,2
MAC004946,ACORN-Q,1
MAC004947,ACORN-L,1
MAC004948,ACORN-D,2
MAC004949,ACORN-D,0
MAC004950,ACORN-E,0
MAC004951,ACORN-P,1
MAC004952,ACORN-N,1
MAC004953,ACORN-D,2
MAC004954,ACORN-E,0
MAC004955,ACORN-A,2
MAC004956,ACORN-H,2
MAC004957,ACORN-B,2
MAC004958,ACORN-E,0
MAC004959,ACORN-D,2
MAC004960,ACORN-I,2
MAC004961,ACORN-E,2
MAC004962,ACORN-G,2
MAC004963,ACORN-E,2
MAC004964,ACORN-E,2
MAC004965,ACORN-E,2
MAC004966,ACORN-E,2
MAC004967,ACORN-F,2
MAC004968,ACORN-D,2
MAC004969,ACORN-F,2
MAC004970,ACORN-G,0
MAC004971,ACORN-E,2
MAC004972,ACORN-E,2
MAC004973,ACORN-E,2
MAC004974,ACORN-E,2
MAC004975,ACORN-F,2
MAC004976,ACORN-D,0
MAC004977,ACORN-E,2
MAC004978,ACORN-G,0
MAC004979,ACORN-Q,1
MAC004980,ACORN-J,0
MAC004981,ACORN-E,2
MAC004982,ACORN-E,2
MAC004983,ACORN-J,0
MAC004984,ACORN-E,2
MAC004985,ACORN-F,2
MAC004986,ACORN-E,2
MAC004987,ACORN-D,2
MAC004988,ACORN-A,2
MAC004989,ACORN-C,2
MAC004990,ACORN-D,2
MAC004991,ACORN-E,0
MAC004992,ACORN-E,2
MAC004993,ACORN-E,0
MAC004994,ACORN-L,1
MAC004995,ACORN-E,0
MAC004996,ACORN-E,0
MAC004997,ACORN-A,0
MAC004998,ACORN-E,2
MAC004999,ACORN-E,2
MAC005000,ACORN-Q,1
MAC005001,ACORN-E,0
MAC005002,ACORN-F,2
MAC005003,ACORN-D,2
MAC005004,ACORN-Q,1
MAC005005,ACORN-E,2
MAC005006,ACORN-E,2
MAC005007,ACORN-E,2
MAC005008,ACORN-E,0
MAC005009,ACORN-E,0
MAC005010,ACORN-P,1
MAC005011,ACORN-E,2
MAC005012,ACORN-G,2
MAC005013,ACORN-E,2
MAC005014,ACORN-E,2
MAC005015,ACORN-D,0
MAC005016,ACORN-K,1
MAC005017,ACORN-E,2
MAC005018,ACORN-E,2
MAC005019,ACORN-Q,1
MAC005020,ACORN-E,2
MAC005021,ACORN-E,0
MAC005022,ACORN-Q,1
MAC005023,ACORN-L,1
MAC005024,ACORN-F,2
MAC005025,ACORN-E,2
MAC005026,ACORN-E,2
MAC005027,ACORN-E,2
MAC005028,ACORN-C,2
MAC005029,ACORN-E,0
MAC005030,ACORN-E,2
MAC005031,ACORN-E,2
MAC005032,ACORN-E,2
MAC005033,ACORN-E,2
MAC005034,ACORN-E,2
MAC005035,ACORN-H,2
MAC005036,ACORN-U,1
MAC005037,ACORN-E,2
MAC005038,ACORN-E,2
MAC005039,ACORN-E,2
MAC005040,ACORN-E,2
MAC005041,ACORN-E,0
MAC005042,ACORN-A,2
MAC005043,ACORN-F,2
MAC005044,ACORN-E,0
MAC005045,ACORN-Q,1
MAC005046,ACORN-N,1
MAC005047,ACORN-E,0
MAC005048,ACORN-H,2
MAC005049,ACORN-O,1
MAC005050,ACORN-F,0
MAC005051,ACORN-J,2
MAC005052,ACORN-Q,1
MAC005053,ACORN-Q,1
MAC005054,ACORN-N,1
MAC005055,ACORN-E,2
MAC005056,ACORN-Q,1
MAC005057,ACORN-F,0
MAC005058,ACORN-L,1
MAC005059,ACORN-I,2
MAC005060,ACORN-F,2
MAC005061,ACORN-J,0
MAC005062,ACORN-A,2
MAC005063,ACORN-E,2
MAC005064,ACORN-F,2
MAC005065,ACORN-E,2
MAC005066,ACORN-C,2
MAC005067,ACORN-F,2
MAC005068,ACORN-E,2
MAC005069,ACORN-F,2
MAC005070,ACORN-D,0
MAC005071,ACORN-F,2
MAC005072,ACORN-H,2
MAC005073,ACORN-F,2
MAC005074,ACORN-H,2
MAC005075,ACORN-E,2
MAC005076,ACORN-Q,1
MAC005077,ACORN-F,0
MAC005078,ACORN-F,2
MAC005079,ACORN-L,1
MAC005080,ACORN-Q,0
MAC005081,ACORN-H,2
MAC005082,ACORN-Q,1
MAC005083,ACORN-E,2
MAC005084,ACORN-G,2
MAC005085,ACORN-N,1
MAC005086,ACORN-E,2
MAC005087,ACORN-Q,1
MAC005088,ACORN-E,2
MAC005089,ACORN-O,1
MAC005090,ACORN-G,2
MAC005091,ACORN-E,0
MAC005092,ACORN-F,2
MAC005093,ACORN-E,2
MAC005094,ACORN-E,2
MAC005095,ACORN-Q,1
MAC005096,ACORN-N,0
MAC005097,ACORN-E,2
MAC005098,ACORN-E,2
MAC005099,ACORN-F,2
MAC005100,ACORN-G,0
MAC005101,ACORN-L,1
MAC005102,ACORN-L,1
MAC005103,ACORN-Q,0
MAC005104,ACORN-Q,1
MAC005105,ACORN-Q,1
MAC005106,ACORN-D,2
MAC005107,ACORN-F,0
MAC005108,ACORN-Q,1
MAC005109,ACORN-E,2
MAC005110,ACORN-F,2
MAC005111,ACORN-E,0
MAC005112,ACORN-C,2
MAC005113,ACORN-E,2
MAC005114,ACORN-F,2
MAC005115,ACORN-Q,1
MAC005116,ACORN-Q,1
MAC005117,ACORN-E,0
MAC005118,ACORN-E,2
MAC005119,ACORN-K,0
MAC005120,ACORN-E,2
MAC005121,ACORN-P,1
MAC005122,ACORN-E,2
MAC005123,ACORN-F,0
MAC005124,ACORN-O,0
MAC005125,ACORN-N,1
MAC005126,ACORN-F,2
MAC005127,ACORN-F,2
MAC005128,ACORN-P,1
MAC005129,ACORN-F,2
MAC005130,ACORN-G,2
MAC005131,ACORN-E,2
MAC005132,ACORN-G,2
MAC005133,ACORN-F,0
MAC005134,ACORN-D,2
MAC005135,ACORN-H,2
MAC005136,ACORN-Q,1
MAC005137,ACORN-E,2
MAC005138,ACORN-E,2
MAC005139,ACORN-G,2
MAC005140,ACORN-O,1
MAC005141,ACORN-H,2
MAC005142,ACORN-Q,1
MAC005143,ACORN-H,2
MAC005144,ACORN-L,0
MAC005145,ACORN-Q,1
MAC005146,ACORN-F,2
MAC005147,ACORN-F,2
MAC005148,ACORN-O,1
MAC005149,ACORN-E,2
MAC005150,ACORN-F,0
MAC005151,ACORN-H,2
MAC005152,ACORN-E,2
MAC005153,ACORN-O,1
MAC005154,ACORN-D,0
MAC005155,ACORN-F,0
MAC005156,ACORN-E,2
MAC005157,ACORN-L,1
MAC005158,ACORN-Q,1
MAC005159,ACORN-A,2
MAC005160,ACORN-A,2
MAC005161,ACORN-F,2
MAC005162,ACORN-F,2
MAC005163,ACORN-Q,1
MAC005164,ACORN-H,2
MAC005165,ACORN-E,2
MAC005166,ACORN-N,0
MAC005167,ACORN-F,2
MAC005168,ACORN-K,1
MAC005169,ACORN-F,2
MAC005170,ACORN-F,2
MAC005171,ACORN-E,2
MAC005172,ACORN-A,2
MAC005173,ACORN-F,2
MAC005174,ACORN-F,2
MAC005175,ACORN-E,2
MAC005176,ACORN-F,2
MAC005177,ACORN-E,2
MAC005178,ACORN-E,0
MAC005179,ACORN-D,2
MAC005180,ACORN-E,0
MAC005181,ACORN-D,2
MAC005182,ACORN-D,2
MAC005183,ACORN-E,2
MAC005184,ACORN-D,0
MAC005185,ACORN-E,0
MAC005186,ACORN-F,0
MAC005187,ACORN-E,2
MAC005188,ACORN-F,0
MAC005189,ACORN-E,2
MAC005190,ACORN-E,2
MAC005191,ACORN-F,2
MAC005192,ACORN-E,2
MAC005193,ACORN-L,1
MAC005194,ACORN-Q,1
MAC005195,ACORN-D,2
MAC005196,ACORN-E,2
MAC005197,ACORN-E,2
MAC005198,ACORN-E,0
MAC005199,ACORN-E,2
MAC005200,ACORN-E,2
MAC005201,ACORN-F,2
MAC005202,ACORN-E,0
MAC005203,ACORN-E,2
MAC005204,ACORN-E,2
MAC005205,ACORN-D,2
MAC005206,ACORN-D,2
MAC005207,ACORN-G,2
MAC005208,ACORN-F,2
MAC005209,ACORN-E,2
MAC005210,ACORN-F,2
MAC005211,ACORN-D,2
MAC005212,ACORN-E,2
MAC005213,ACORN-G,2
MAC005214,ACORN-E,2
MAC005215,ACORN-E,2
MAC005216,ACORN-J,0
MAC005217,ACORN-E,2
MAC005218,ACORN-E,2
MAC005219,ACORN-D,2
MAC005220,ACORN-E,0
MAC005221,ACORN-E,2
MAC005222,ACORN-E,0
MAC005223,ACORN-E,2
MAC005224,ACORN-D,2
MAC005225,ACORN-E,2
MAC005226,ACORN-E,2
MAC005227,ACORN-E,2
MAC005228,ACORN-Q,1
MAC005229,ACORN-H,2
MAC005230,ACORN-F,2
MAC005231,ACORN-E,2
MAC005232,ACORN-E,2
MAC005233,ACORN-E,2
MAC005234,ACORN-E,0
MAC005235,ACORN-E,0
MAC005236,ACORN-Q,1
MAC005237,ACORN-Q,1
MAC005238,ACORN-E,0
MAC005239,ACORN-G,2
MAC005240,ACORN-Q,1
MAC005241,ACORN-F,2
MAC005242,ACORN-E,2
MAC005243,ACORN-F,0
MAC005244,ACORN-D,0
MAC005245,ACORN-F,2
MAC005246,ACORN-F,2
MAC005247,ACORN-J,2
MAC005248,ACORN-E,2
MAC005249,ACORN-D,0
MAC005250,ACORN-E,0
MAC005251,ACORN-E,2
MAC005252,ACORN-D,2
MAC005253,ACORN-E,2
MAC005254,ACORN-D,2
MAC005255,ACORN-D,2
MAC005256,ACORN-F,2
MAC005257,ACORN-E,2
MAC005258,ACORN-Q,1
MAC005259,ACORN-H,0
MAC005260,ACORN-Q,1
MAC005261,ACORN-D,2
MAC005262,ACORN-E,2
MAC005263,ACORN-E,0
MAC005264,ACORN-F,0
MAC005265,ACORN-Q,1
MAC005266,ACORN-E,2
MAC005267,ACORN-E,0
MAC005268,ACORN-E,2
MAC005269,ACORN-E,2
MAC005270,ACORN-E,2
MAC005271,ACORN-E,2
MAC005272,ACORN-P,1
MAC005273,ACORN-D,2
MAC005274,ACORN-E,2
MAC005275,ACORN-D,0
MAC005276,ACORN-E,0
MAC005277,ACORN-E,2
MAC005278,ACORN-E,2
MAC005279,ACORN-E,2
MAC005280,ACORN-D,0
MAC005281,ACORN-G,0
MAC005282,ACORN-E,0
MAC005283,ACORN-A,0
MAC005284,ACORN-E,2
MAC005285,ACORN-E,2
MAC005286,ACORN-E,2
MAC005287,ACORN-Q,0
MAC005288,ACORN-Q,1
MAC005289,ACORN-P,1
MAC005290,ACORN-E,0
MAC005291,ACORN-E,2
MAC005292,ACORN-E,2
MAC005293,ACORN-E,0
MAC005294,ACORN-E,2
MAC005295,ACORN-E,0
MAC005296,ACORN-E,2
MAC005297,ACORN-E,2
MAC005298,ACORN-H,2
MAC005299,ACORN-E,2
MAC005300,ACORN-E,2
MAC005301,ACORN-E,0
MAC005302,ACORN-E,0
MAC005303,ACORN-M,1
MAC005304,ACORN-E,2
MAC005305,ACORN-F,2
MAC005306,ACORN-E,2
MAC005307,ACORN-E,0
MAC005308,ACORN-E,0
MAC005309,ACORN-E,0
MAC005310,ACORN-E,2
MAC005311,ACORN-E,2
MAC005312,ACORN-M,1
MAC005313,ACORN-E,2
MAC005314,ACORN-E,2
MAC005315,ACORN-E,0
MAC005316,ACORN-D,0
MAC005317,ACORN-E,2
MAC005318,ACORN-D,0
MAC005319,ACORN-E,2
MAC005320,ACORN-C,0
MAC005321,ACORN-E,2
MAC005322,ACORN-E,0
MAC005323,ACORN-E,2
MAC005324,ACORN-D,2
MAC005325,ACORN-F,2
MAC005326,ACORN-E,2
MAC005327,ACORN-E,0
MAC005328,ACORN-Q,1
MAC005329,ACORN-E,2
MAC005330,ACORN-H,2
MAC005331,ACORN-E,2
MAC005332,ACORN-Q,1
MAC005333,ACORN-E,2
MAC005334,ACORN-E,2
MAC005335,ACORN-P,0
MAC005336,ACORN-Q,1
MAC005337,ACORN-P,1
MAC005338,ACORN-L,1
MAC005339,ACORN-Q,1
MAC005340,ACORN-P,1
MAC005341,ACORN-F,0
MAC005342,ACORN-E,2
MAC005343,ACORN-E,2
MAC005344,ACORN-P,0
MAC005345,ACORN-P,1
MAC005346,ACORN-E,0
MAC005347,ACORN-E,2
MAC005348,ACORN-P,1
MAC005349,ACORN-D,2
MAC005350,ACORN-P,1
MAC005351,ACORN-D,2
MAC005352,ACORN-E,2
MAC005353,ACORN-E,0
MAC005354,ACORN-D,0
MAC005355,ACORN-E,0
MAC005356,ACORN-E,0
MAC005357,ACORN-L,1
MAC005358,ACORN-E,2
MAC005359,ACORN-E,2
MAC005360,ACORN-E,2
MAC005361,ACORN-F,0
MAC005362,ACORN-E,2
MAC005363,ACORN-U,1
MAC005364,ACORN-Q,1
MAC005365,ACORN-E,2
MAC005366,ACORN-H,0
MAC005367,ACORN-E,2
MAC005368,ACORN-Q,1
MAC005369,ACORN-Q,1
MAC005370,ACORN-D,0
MAC005371,ACORN-L,0
MAC005372,ACORN-F,2
MAC005373,ACORN-E,2
MAC005374,ACORN-G,2
MAC005375,ACORN-E,2
MAC005376,ACORN-P,1
MAC005377,ACORN-P,1
MAC005378,ACORN-E,0
MAC005379,ACORN-F,2
MAC005380,ACORN-D,2
MAC005381,ACORN-Q,1
MAC005382,ACORN-E,0
MAC005383,ACORN-E,2
MAC005384,ACORN-E,2
MAC005385,ACORN-P,0
MAC005386,ACORN-P,1
MAC005387,ACORN-E,2
MAC005388,ACORN-P,0
MAC005389,ACORN-Q,1
MAC005390,ACORN-E,2
MAC005391,ACORN-E,2
MAC005392,ACORN-E,2
MAC005393,ACORN-E,0
MAC005394,ACORN-E,2
MAC005395,ACORN-E,2
MAC005396,ACORN-F,2
MAC005397,ACORN-P,1
MAC005398,ACORN-P,0
MAC005399,ACORN-E,0
MAC005400,ACORN-E,2
MAC005401,ACORN-Q,1
MAC005402,ACORN-P,1
MAC005403,ACORN-E,2
MAC005404,ACORN-E,0
MAC005405,ACORN-E,2
MAC005406,ACORN-A,0
MAC005407,ACORN-E,0
MAC005408,ACORN-E,2
MAC005409,ACORN-N,1
MAC005410,ACORN-G,2
MAC005411,ACORN-E,0
MAC005412,ACORN-E,0
MAC005413,ACORN-E,0
MAC005414,ACORN-Q,1
MAC005415,ACORN-E,2
MAC005416,ACORN-E,2
MAC005417,ACORN-E,2
MAC005418,ACORN-E,2
MAC005419,ACORN-E,2
MAC005420,ACORN-E,2
MAC005421,ACORN-A,0
MAC005422,ACORN-P,0
MAC005423,ACORN-E,0
MAC005424,ACORN-U,1
MAC005425,ACORN-F,2
MAC005426,ACORN-E,2
MAC005427,ACORN-E,2
MAC005428,ACORN-E,0
MAC005429,ACORN-F,2
MAC005430,ACORN-G,2
MAC005431,ACORN-F,2
MAC005432,ACORN-L,1
MAC005433,ACORN-E,2
MAC005434,ACORN-M,0
MAC005435,ACORN-Q,1
MAC005436,ACORN-L,1
MAC005437,ACORN-E,2
MAC005438,ACORN-F,2
MAC005439,ACORN-L,1
MAC005440,ACORN-E,2
MAC005441,ACORN-F,2
MAC005442,ACORN-E,0
MAC005443,ACORN-G,2
MAC005444,ACORN-H,2
MAC005445,ACORN-E,2
MAC005446,ACORN-E,0
MAC005447,ACORN-E,0
MAC005448,ACORN-H,2
MAC005449,ACORN-K,1
MAC005450,ACORN-I,2
MAC005451,ACORN-F,2
MAC005452,ACORN-Q,1
MAC005453,ACORN-D,2
MAC005454,ACORN-E,2
MAC005455,ACORN-E,2
MAC005456,ACORN-F,2
MAC005457,ACORN-E,2
MAC005458,ACORN-Q,1
MAC005459,ACORN-E,0
MAC005460,ACORN-Q,1
MAC005461,ACORN-N,1
MAC005462,ACORN-E,2
MAC005463,ACORN-Q,1
MAC005464,ACORN-F,2
MAC005465,ACORN-Q,1
MAC005466,ACORN-F,2
MAC005467,ACORN-F,2
MAC005468,ACORN-A,2
MAC005469,ACORN-E,2
MAC005470,ACORN-E,2
MAC005471,ACORN-F,2
MAC005472,ACORN-M,1
MAC005473,ACORN-P,1
MAC005474,ACORN-Q,1
MAC005475,ACORN-M,1
MAC005476,ACORN-K,1
MAC005477,ACORN-F,2
MAC005478,ACORN-L,1
MAC005479,ACORN-E,2
MAC005480,ACORN-Q,1
MAC005481,ACORN-F,2
MAC005482,ACORN-F,2
MAC005483,ACORN-O,1
MAC005484,ACORN-K,0
MAC005485,ACORN-J,2
MAC005486,ACORN-L,1
MAC005487,ACORN-Q,1
MAC005488,ACORN-E,2
MAC005489,ACORN-C,2
MAC005490,ACORN-C,0
MAC005491,ACORN-E,2
MAC005493,ACORN-F,2
MAC005494,ACORN-J,2
MAC005495,ACORN-J,2
MAC005496,ACORN-E,2
MAC005497,ACORN-E,0
MAC005498,ACORN-L,1
MAC005499,ACORN-Q,1
MAC005500,ACORN-Q,1
MAC005501,ACORN-M,1
MAC005502,ACORN-E,2
MAC005503,ACORN-Q,1
MAC005504,ACORN-D,0
MAC005505,ACORN-E,2
MAC005506,ACORN-C,2
MAC005507,ACORN-E,2
MAC005508,ACORN-H,2
MAC005509,ACORN-C,2
MAC005510,ACORN-N,1
MAC005511,ACORN-N,1
MAC005512,ACORN-K,1
MAC005513,ACORN-L,0
MAC005514,ACORN-G,2
MAC005515,ACORN-E,2
MAC005516,ACORN-Q,1
MAC005517,ACORN-D,2
MAC005518,ACORN-K,0
MAC005519,ACORN-Q,1
MAC005520,ACORN-O,1
MAC005521,ACORN-E,0
MAC005522,ACORN-J,0
MAC005523,ACORN-A,2
MAC005524,ACORN-Q,1
MAC005525,ACORN-P,1
MAC005526,ACORN-E,2
MAC005527,ACORN-Q,1
MAC005528,ACORN-Q,1
MAC005529,ACORN-L,1
MAC005530,ACORN-K,1
MAC005531,ACORN-E,2
MAC005532,ACORN-E,0
MAC005533,ACORN-G,2
MAC005534,ACORN-J,2
MAC005535,ACORN-F,2
MAC005536,ACORN-F,2
MAC005537,ACORN-F,2
MAC005538,ACORN-F,2
